collection_id,bin_id,truck_id,collection_timestamp,fill_level_at_collection_pct,waste_collected_kg,collection_status,emergency_collection,route_date,route_id
C0000232,B0006,T05,2025-08-27 07:00:00,79.43912468963472,511.2174258737493,Completed,0,2025-08-27,RTE000366
C0000233,B0006,T05,2025-09-03 07:00:00,89.78578049529521,556.2877830806069,Completed,0,2025-09-03,RTE000367
C0000234,B0006,T05,2025-09-10 07:00:00,93.46217625243338,561.1111283030648,Completed,0,2025-09-10,RTE000370
C0000235,B0006,T05,2025-09-18 07:00:00,103.0117679987669,626.7909402872342,Completed,1,2025-09-18,RTE000373
C0000236,B0006,T05,2025-09-24 07:00:00,81.22163505306649,509.7183966452404,Completed,0,2025-09-24,RTE000376
C0000237,B0006,T05,2025-10-01 07:00:00,89.51203532450663,545.5157108954867,Completed,0,2025-10-01,RTE000377
C0000238,B0006,T10,2025-10-08 07:00:00,96.56257915164744,602.6339695635161,Completed,0,2025-10-08,RTE000821
C0000239,B0006,T05,2025-10-15 07:00:00,90.70075157803042,484.84192150832916,Completed,0,2025-10-15,RTE000379
C0000240,B0006,T05,2025-10-21 17:00:00,103.2350711868625,621.0130773989072,Completed,1,2025-10-21,RTE000380
C0000241,B0006,T05,2025-10-22 07:00:00,14.97688330791467,69.10825931039197,Completed,0,2025-10-22,RTE000381
C0000242,B0006,T05,2025-10-29 07:00:00,90.33367574694287,554.3153026466265,Completed,0,2025-10-29,RTE000383
C0000243,B0006,T10,2025-11-05 07:00:00,99.04700452913386,623.8215375086057,Completed,0,2025-11-05,RTE000828
C0000244,B0006,T10,2025-11-12 07:00:00,93.32795405270721,577.4338585557119,Completed,0,2025-11-12,RTE000831
C0000245,B0006,T10,2025-11-19 07:00:00,94.3546846808699,607.3386043728951,Completed,0,2025-11-19,RTE000832
C0000246,B0006,T05,2025-11-26 07:00:00,90.12909275745106,557.7439952011197,Completed,0,2025-11-26,RTE000386
C0000247,B0006,T10,2025-12-03 07:00:00,95.42707028218514,618.9274519122501,Completed,0,2025-12-03,RTE000834
C0000248,B0006,T05,2025-12-10 07:00:00,92.9049922191607,574.337657243973,Completed,0,2025-12-10,RTE000391
C0000249,B0006,T10,2025-12-17 07:00:00,97.63387584224847,615.7856627575131,Completed,0,2025-12-17,RTE000835
C0000250,B0006,T10,2025-12-24 07:00:00,96.1617674670783,601.8900935593887,Completed,0,2025-12-24,RTE000837
C0000251,B0006,T05,2025-12-31 07:00:00,100.4748226237002,648.171545702611,Completed,0,2025-12-31,RTE000396
C0000252,B0006,T10,2026-01-07 07:00:00,90.22460112570248,569.3670754193172,Completed,0,2026-01-07,RTE000840
C0000253,B0006,T10,2026-01-14 07:00:00,85.82297574250875,532.6968921373568,Completed,0,2026-01-14,RTE000842
C0000254,B0006,T10,2026-01-22 14:00:00,103.1017554115365,654.0083185484563,Completed,1,2026-01-22,RTE000843
C0000255,B0006,T05,2026-01-28 07:00:00,75.45148280928399,423.0947010368946,Completed,0,2026-01-28,RTE000401
C0000256,B0006,T05,2026-02-04 07:00:00,93.79754000000212,592.1571331385919,Completed,0,2026-02-04,RTE000404
C0000257,B0006,T10,2026-02-12 15:00:00,104.27406445847316,667.2694780787507,Completed,1,2026-02-12,RTE000845
C0000258,B0006,T05,2026-02-18 07:00:00,71.51778734464601,435.25294282895754,Completed,0,2026-02-18,RTE000408
C0000259,B0006,T05,2026-02-25 07:00:00,89.37558903560684,551.8792826761232,Completed,0,2026-02-25,RTE000409
C0000260,B0006,T05,2026-03-05 13:00:00,104.99845955677122,681.9367046368848,Completed,1,2026-03-05,RTE000410
C0000261,B0006,T10,2026-03-11 07:00:00,76.4931426174834,483.0192076690091,Completed,0,2026-03-11,RTE000852
C0000262,B0006,T05,2026-03-18 07:00:00,88.80664191917377,541.2961729550879,Completed,0,2026-03-18,RTE000412
C0000263,B0006,T10,2026-03-25 07:00:00,92.27958706881904,582.0211145921163,Completed,0,2026-03-25,RTE000853
C0000264,B0006,T05,2026-04-01 07:00:00,89.96113340848443,539.0018010413365,Completed,0,2026-04-01,RTE000416
C0000265,B0006,T05,2026-04-08 07:00:00,95.79818127952268,587.020929289353,Completed,0,2026-04-08,RTE000418
C0000266,B0006,T10,2026-04-15 17:00:00,104.95633593158489,636.4006464308014,Completed,1,2026-04-15,RTE000858
C0000267,B0006,T10,2026-04-23 12:00:00,104.81539687768667,652.5163750683514,Completed,1,2026-04-23,RTE000861
C0000268,B0006,T05,2026-04-29 07:00:00,79.2171216042016,462.56682334368907,Completed,0,2026-04-29,RTE000420
C0000269,B0006,T10,2026-05-06 07:00:00,102.0079081724989,658.3626855660603,Completed,0,2026-05-06,RTE000863
C0000270,B0006,T10,2026-05-13 07:00:00,91.10185304467943,569.350301567587,Completed,0,2026-05-13,RTE000866
C0000271,B0006,T05,2026-05-20 07:00:00,93.52833537744816,607.645529040136,Completed,0,2026-05-20,RTE000425
C0000272,B0006,T10,2026-05-28 08:00:00,103.46431878001428,637.1768521317974,Completed,1,2026-05-28,RTE000868
C0000273,B0006,T05,2026-06-03 07:00:00,84.02832365928376,493.77914415550396,Completed,0,2026-06-03,RTE000427
C0000274,B0006,T05,2026-06-10 18:00:00,103.21673062519278,643.0847014251336,Completed,1,2026-06-10,RTE000429
C0000275,B0006,T10,2026-06-17 07:00:00,90.53259824758346,521.0812788639397,Completed,0,2026-06-17,RTE000872
C0000276,B0006,T05,2026-06-24 07:00:00,99.5757207188975,626.0400536364186,Completed,0,2026-06-24,RTE000431
C0000277,B0006,T05,2026-07-02 04:00:00,103.54162526020703,666.7580832522553,Completed,1,2026-07-02,RTE000434
C0000278,B0006,T05,2026-07-08 07:00:00,79.67765503565639,488.1367047722899,Completed,0,2026-07-08,RTE000437
C0000279,B0006,T10,2026-07-15 07:00:00,97.9712972682743,600.3715667002145,Completed,0,2026-07-15,RTE000876
C0000280,B0006,T10,2026-07-23 02:00:00,103.16833047796612,664.1274563471852,Completed,1,2026-07-23,RTE000877
C0000281,B0006,T05,2026-07-29 07:00:00,78.97641023390665,459.0205235888889,Completed,0,2026-07-29,RTE000442
C0000282,B0007,T07,2025-08-08 16:00:00,97.30530479971272,312.4492617835243,Completed,0,2025-08-08,RTE000489
C0000283,B0007,T02,2025-08-15 16:00:00,65.44429485785221,193.8598445258712,Completed,0,2025-08-15,RTE000058
C0000284,B0007,T07,2025-08-26 15:00:00,103.02041364320556,336.1083013590038,Completed,1,2025-08-26,RTE000492
C0000285,B0007,T07,2025-08-29 16:00:00,29.501049614502158,88.7826520698229,Completed,0,2025-08-29,RTE000493
C0000286,B0007,T07,2025-09-05 16:00:00,61.14518169899353,155.45875868247236,Completed,0,2025-09-05,RTE000496
C0000287,B0007,T02,2025-09-12 16:00:00,73.92377157990254,228.50640282685416,Completed,0,2025-09-12,RTE000062
C0000288,B0007,T02,2025-09-19 16:00:00,64.01756467693264,208.25301801075165,Completed,0,2025-09-19,RTE000064
C0000289,B0007,T07,2025-09-26 16:00:00,60.887403249945685,194.1944832612316,Completed,0,2025-09-26,RTE000501
C0000290,B0007,T07,2025-10-03 16:00:00,63.83160021296372,197.14873795563705,Completed,0,2025-10-03,RTE000502
C0000291,B0007,T02,2025-10-10 16:00:00,64.44691915742649,191.1913291762488,Completed,0,2025-10-10,RTE000069
C0000292,B0007,T02,2025-10-17 16:00:00,66.68098773075755,211.21739183717918,Completed,0,2025-10-17,RTE000070
C0000293,B0007,T07,2025-10-24 16:00:00,65.58809921694252,205.61018133753,Completed,0,2025-10-24,RTE000506
C0000294,B0007,T02,2025-10-31 16:00:00,64.72562131575062,186.81980843286865,Completed,0,2025-10-31,RTE000071
C0000295,B0007,T07,2025-11-07 16:00:00,73.16116640071367,225.58343137082977,Completed,0,2025-11-07,RTE000511
C0000296,B0007,T02,2025-11-14 16:00:00,68.12518155863107,220.01480322166074,Completed,0,2025-11-14,RTE000072
C0000297,B0007,T07,2025-11-25 22:00:00,103.24073577760129,328.9233229000678,Completed,1,2025-11-25,RTE000514
C0000298,B0007,T07,2025-11-28 16:00:00,28.539210760179483,78.53788088276272,Completed,0,2025-11-28,RTE000515
C0000299,B0007,T02,2025-12-09 11:00:00,103.21855025322361,335.2108334056562,Completed,1,2025-12-09,RTE000076
C0000300,B0007,T02,2025-12-12 16:00:00,30.866445529884096,96.79003711708032,Completed,0,2025-12-12,RTE000077
C0000301,B0007,T02,2025-12-19 16:00:00,64.6563687866537,204.73433632994553,Completed,0,2025-12-19,RTE000079
C0000302,B0007,T02,2025-12-26 16:00:00,69.25143873585276,227.7090362680474,Completed,0,2025-12-26,RTE000081
C0000303,B0007,T02,2026-01-07 09:00:00,103.15046857063518,331.65464145551204,Completed,1,2026-01-07,RTE000083
C0000304,B0007,T07,2026-01-09 16:00:00,22.84346038557652,61.093513484620374,Completed,0,2026-01-09,RTE000525
C0000305,B0007,T02,2026-01-16 16:00:00,60.81724707282451,180.30477611742228,Completed,0,2026-01-16,RTE000085
C0000306,B0007,T07,2026-01-23 16:00:00,63.68529388709854,204.19616480727268,Completed,0,2026-01-23,RTE000526
C0000307,B0007,T02,2026-02-04 09:00:00,103.03791958821604,326.8049496505398,Completed,1,2026-02-04,RTE000089
C0000308,B0007,T02,2026-02-06 16:00:00,23.95360526768843,47.9961109840101,Completed,0,2026-02-06,RTE000090
C0000309,B0007,T07,2026-02-13 16:00:00,67.40523579956267,200.81102282501115,Completed,0,2026-02-13,RTE000531
C0000310,B0007,T07,2026-02-20 16:00:00,66.07522618032976,216.19220798554568,Completed,0,2026-02-20,RTE000533
C0000311,B0007,T02,2026-03-04 18:00:00,103.23130352084036,342.48022135188927,Completed,1,2026-03-04,RTE000093
C0000312,B0007,T07,2026-03-06 16:00:00,16.764114258887492,47.77550862947532,Completed,0,2026-03-06,RTE000537
C0000313,B0007,T02,2026-03-13 16:00:00,63.75133789562698,182.6454514746377,Completed,0,2026-03-13,RTE000094
C0000314,B0007,T02,2026-03-20 16:00:00,68.06255350400568,217.752555916057,Completed,0,2026-03-20,RTE000095
C0000315,B0007,T02,2026-03-27 16:00:00,61.84714992098379,189.06345731968088,Completed,0,2026-03-27,RTE000097
C0000316,B0007,T07,2026-04-03 16:00:00,65.52297822942815,198.32525974941956,Completed,0,2026-04-03,RTE000544
C0000317,B0007,T07,2026-04-10 16:00:00,67.46480357440471,214.34121010779506,Completed,0,2026-04-10,RTE000545
C0000318,B0007,T02,2026-04-17 16:00:00,66.51271267801346,202.65836685481517,Completed,0,2026-04-17,RTE000101
C0000319,B0007,T02,2026-04-24 16:00:00,67.89531215420249,211.94272967170218,Completed,0,2026-04-24,RTE000103
C0000320,B0007,T02,2026-05-01 16:00:00,66.25396578455282,199.18941501945378,Completed,0,2026-05-01,RTE000105
C0000321,B0007,T02,2026-05-12 02:00:00,103.18210376302714,317.26232098918575,Completed,1,2026-05-12,RTE000107
C0000322,B0007,T07,2026-05-15 16:00:00,36.84606251496836,110.83062765442565,Completed,0,2026-05-15,RTE000550
C0000323,B0007,T02,2026-05-22 16:00:00,65.89658849124496,179.9690826648836,Completed,0,2026-05-22,RTE000110
C0000324,B0007,T02,2026-05-29 16:00:00,73.76792905173019,238.13346709618995,Completed,0,2026-05-29,RTE000111
C0000325,B0007,T07,2026-06-09 21:00:00,103.05857178729939,340.86581717126154,Completed,1,2026-06-09,RTE000555
C0000326,B0007,T07,2026-06-21 00:00:00,103.25368613240518,318.06131705283747,Completed,1,2026-06-21,RTE000557
C0000327,B0007,T02,2026-06-26 16:00:00,57.07564091761219,180.04381747061316,Completed,0,2026-06-26,RTE000115
C0000328,B0007,T07,2026-07-03 16:00:00,65.69062956228416,192.77419976177615,Completed,0,2026-07-03,RTE000560
C0000329,B0007,T02,2026-07-10 16:00:00,68.81398852235027,223.07894318147748,Completed,0,2026-07-10,RTE000118
C0000330,B0007,T02,2026-07-21 23:00:00,103.27422661869039,316.96106119385485,Completed,1,2026-07-21,RTE000119
C0000331,B0007,T07,2026-07-31 16:00:00,90.93464179654293,295.26815066011335,Completed,0,2026-07-31,RTE000567
C0000332,B0008,T02,2025-08-04 11:00:00,68.0854290626409,300.0096968640091,Completed,0,2025-08-04,RTE000057
C0000333,B0008,T07,2025-08-15 13:00:00,103.07154933507114,476.88423259816983,Completed,1,2025-08-15,RTE000491
C0000334,B0008,T02,2025-08-18 11:00:00,31.539217471516917,115.84926115298101,Completed,0,2025-08-18,RTE000059
C0000335,B0008,T02,2025-08-25 11:00:00,67.21934333051792,293.6739538603456,Completed,0,2025-08-25,RTE000061
C0000336,B0008,T07,2025-09-01 11:00:00,68.21589447103783,306.067799114719,Completed,0,2025-09-01,RTE000494
C0000337,B0008,T07,2025-09-08 11:00:00,64.44575478142504,279.1178373170584,Completed,0,2025-09-08,RTE000497
C0000338,B0008,T07,2025-09-15 11:00:00,67.13794056890244,315.2134088581569,Completed,0,2025-09-15,RTE000499
C0000339,B0008,T02,2025-09-22 11:00:00,61.86708644190586,258.021333081106,Completed,0,2025-09-22,RTE000065
C0000340,B0008,T02,2025-10-03 14:00:00,103.83316644452478,463.909403650832,Completed,1,2025-10-03,RTE000067
C0000341,B0008,T02,2025-10-06 11:00:00,34.43811531253048,147.8987396432346,Completed,0,2025-10-06,RTE000068
C0000342,B0008,T02,2025-10-17 21:00:00,103.05714548967299,473.8008660335394,Completed,1,2025-10-17,RTE000070
C0000343,B0008,T07,2025-10-27 11:00:00,88.88280396894814,399.1117208901172,Completed,0,2025-10-27,RTE000507
C0000344,B0008,T07,2025-11-03 11:00:00,69.20481170553256,317.1826582797192,Completed,0,2025-11-03,RTE000509
C0000345,B0008,T07,2025-11-10 11:00:00,65.9040019558677,283.33393690026435,Completed,0,2025-11-10,RTE000512
C0000346,B0008,T02,2025-11-17 11:00:00,70.33866982420348,326.5892446772579,Completed,0,2025-11-17,RTE000073
C0000347,B0008,T07,2025-11-28 18:00:00,103.51799855074348,479.04455815534857,Completed,1,2025-11-28,RTE000515
C0000348,B0008,T07,2025-12-01 11:00:00,30.800148301288306,114.94440037523495,Completed,0,2025-12-01,RTE000516
C0000349,B0008,T07,2025-12-08 11:00:00,72.11085478929658,325.4637922570162,Completed,0,2025-12-08,RTE000518
C0000350,B0008,T07,2025-12-15 11:00:00,69.78964412976212,319.5876670256506,Completed,0,2025-12-15,RTE000520
C0000351,B0008,T02,2025-12-22 11:00:00,69.20353138454097,293.0075178489489,Completed,0,2025-12-22,RTE000080
C0000352,B0008,T02,2025-12-29 11:00:00,75.26758558418882,349.5762761898368,Completed,0,2025-12-29,RTE000082
C0000353,B0008,T07,2026-01-05 11:00:00,65.4046549468911,278.4180118659098,Completed,0,2026-01-05,RTE000523
C0000354,B0008,T02,2026-01-12 11:00:00,66.57464194978878,297.5463845796866,Completed,0,2026-01-12,RTE000084
C0000355,B0008,T07,2026-01-24 08:00:00,103.80227662992922,459.70706378060316,Completed,1,2026-01-24,RTE000527
C0000356,B0008,T02,2026-01-26 11:00:00,27.809015084813055,118.57263488360198,Completed,0,2026-01-26,RTE000087
C0000357,B0008,T02,2026-02-02 11:00:00,62.25754222232857,277.88798487232924,Completed,0,2026-02-02,RTE000088
C0000358,B0008,T07,2026-02-09 11:00:00,64.90137694573835,294.82153557746557,Completed,0,2026-02-09,RTE000530
C0000359,B0008,T07,2026-02-21 06:00:00,104.39625641419687,464.1645180076491,Completed,1,2026-02-21,RTE000534
C0000360,B0008,T07,2026-03-02 11:00:00,88.00867948798823,409.4524947896214,Completed,0,2026-03-02,RTE000535
C0000361,B0008,T07,2026-03-09 11:00:00,64.31176501941171,294.8684225216392,Completed,0,2026-03-09,RTE000538
C0000362,B0008,T02,2026-03-21 03:00:00,103.88772428599648,476.04315970634656,Completed,1,2026-03-21,RTE000096
C0000363,B0008,T07,2026-03-30 11:00:00,86.44790462044753,373.8332216756683,Completed,0,2026-03-30,RTE000542
C0000364,B0008,T02,2026-04-10 06:00:00,103.35559339038018,457.94374719658373,Completed,1,2026-04-10,RTE000099
C0000365,B0008,T07,2026-04-20 16:00:00,103.22028894786432,481.6274993924649,Completed,1,2026-04-20,RTE000546
C0000366,B0008,T02,2026-05-01 19:00:00,104.18942207654554,492.79544026668566,Completed,1,2026-05-01,RTE000105
C0000367,B0008,T07,2026-05-04 11:00:00,28.129938752710498,100.12013992431875,Completed,0,2026-05-04,RTE000547
C0000368,B0008,T02,2026-05-11 11:00:00,70.93063156993922,313.8873735857298,Completed,0,2026-05-11,RTE000106
C0000369,B0008,T02,2026-05-18 11:00:00,70.45526211610313,333.71499862583585,Completed,0,2026-05-18,RTE000108
C0000370,B0008,T07,2026-05-25 11:00:00,64.52915174251592,274.7282324224447,Completed,0,2026-05-25,RTE000551
C0000371,B0008,T07,2026-06-01 11:00:00,72.00746335218172,340.76826554744457,Completed,0,2026-06-01,RTE000553
C0000372,B0008,T02,2026-06-08 11:00:00,65.4386429960108,294.638941525094,Completed,0,2026-06-08,RTE000112
C0000373,B0008,T07,2026-06-15 11:00:00,68.43829692629176,287.0310797634551,Completed,0,2026-06-15,RTE000556
C0000374,B0008,T07,2026-06-25 19:00:00,103.25146817520246,477.4380424602929,Completed,1,2026-06-25,RTE000558
C0000375,B0008,T02,2026-06-29 11:00:00,37.86978530771964,166.83590135137413,Completed,0,2026-06-29,RTE000116
C0000376,B0008,T07,2026-07-06 11:00:00,65.81697474824388,282.4322969040466,Completed,0,2026-07-06,RTE000561
C0000377,B0008,T07,2026-07-17 05:00:00,103.12007864723776,462.8699989939329,Completed,1,2026-07-17,RTE000563
C0000378,B0008,T07,2026-07-20 11:00:00,37.661140348435175,162.9525270522445,Completed,0,2026-07-20,RTE000564
C0000379,B0008,T07,2026-07-27 11:00:00,64.37329434595699,292.749130837096,Completed,0,2026-07-27,RTE000565
C0000380,B0009,T08,2025-08-06 13:00:00,103.34958588209724,388.2291901418115,Completed,1,2025-08-06,RTE000568
C0000381,B0009,T08,2025-08-07 14:00:00,23.974402461467413,74.86866262391479,Completed,0,2025-08-07,RTE000569
C0000382,B0009,T03,2025-08-14 14:00:00,98.27203089841107,365.8592075604834,Completed,0,2025-08-14,RTE000122
C0000383,B0009,T03,2025-08-21 14:00:00,103.11104631216253,407.8016094507919,Completed,0,2025-08-21,RTE000124
C0000384,B0009,T08,2025-08-28 14:00:00,97.24477463308719,356.3356917978876,Completed,0,2025-08-28,RTE000571
C0000385,B0009,T08,2025-09-04 14:00:00,102.11893344215655,392.12704694765995,Completed,0,2025-09-04,RTE000572
C0000386,B0009,T03,2025-09-11 14:00:00,99.72545751600957,392.9713363158841,Completed,0,2025-09-11,RTE000126
C0000387,B0009,T08,2025-09-18 14:00:00,95.57778538068382,363.4648665798373,Completed,0,2025-09-18,RTE000574
C0000388,B0009,T08,2025-09-26 02:00:00,103.84552691238716,406.10371622144686,Completed,1,2025-09-26,RTE000576
C0000389,B0009,T03,2025-10-02 14:00:00,89.69447886344909,336.83649202917496,Completed,0,2025-10-02,RTE000127
C0000390,B0009,T08,2025-10-09 17:00:00,103.46167652504252,381.43293728312796,Completed,1,2025-10-09,RTE000578
C0000391,B0009,T08,2025-10-16 20:00:00,105.28598259677192,405.25867617205347,Completed,1,2025-10-16,RTE000580
C0000392,B0009,T03,2025-10-23 14:00:00,96.88578356562468,384.72801430769385,Completed,0,2025-10-23,RTE000129
C0000393,B0009,T08,2025-10-30 14:00:00,96.02506042197297,337.2856980298518,Completed,0,2025-10-30,RTE000581
C0000394,B0009,T08,2025-11-06 03:00:00,103.03292603181946,397.08796344333405,Completed,1,2025-11-06,RTE000583
C0000395,B0009,T08,2025-11-13 11:00:00,106.63658200427015,400.7528529863234,Completed,1,2025-11-13,RTE000584
C0000396,B0009,T08,2025-11-13 14:00:00,10.923778010297196,5.054752642765898,Completed,0,2025-11-13,RTE000584
C0000397,B0009,T08,2025-11-20 14:00:00,105.32144835658545,418.45619871517783,Completed,1,2025-11-20,RTE000586
C0000398,B0009,T03,2025-11-27 14:00:00,99.17172953410137,380.2901276620584,Completed,0,2025-11-27,RTE000132
C0000399,B0009,T08,2025-12-04 14:00:00,103.84877156536734,384.62804754233537,Completed,0,2025-12-04,RTE000589
C0000400,B0009,T03,2025-12-11 11:00:00,105.49853499343935,396.99327237502,Completed,1,2025-12-11,RTE000134
C0000401,B0009,T03,2025-12-18 07:00:00,103.4768632848787,391.1671758182847,Completed,1,2025-12-18,RTE000135
C0000402,B0009,T08,2025-12-18 14:00:00,13.247391320115327,29.62328712928442,Completed,0,2025-12-18,RTE000590
C0000403,B0009,T08,2025-12-25 12:00:00,105.19279792626392,402.5035538933657,Completed,1,2025-12-25,RTE000592
C0000404,B0009,T03,2025-12-25 14:00:00,8.36898663073133,8.148450012256657,Completed,0,2025-12-25,RTE000137
C0000405,B0009,T03,2026-01-01 13:00:00,106.4274233239174,369.1691755186101,Completed,1,2026-01-01,RTE000138
C0000406,B0009,T08,2026-01-01 14:00:00,16.7403816356204,33.22262392705579,Completed,0,2026-01-01,RTE000594
C0000407,B0009,T03,2026-01-08 19:00:00,103.01358668098446,407.1240372966077,Completed,1,2026-01-08,RTE000140
C0000408,B0009,T03,2026-01-15 14:00:00,88.66885566058816,330.01200872534145,Completed,0,2026-01-15,RTE000141
C0000409,B0009,T03,2026-01-22 14:00:00,98.05601730430205,367.3298944938932,Completed,0,2026-01-22,RTE000143
C0000410,B0009,T03,2026-01-29 14:00:00,98.73570567492803,363.9761786506054,Completed,0,2026-01-29,RTE000145
C0000411,B0009,T03,2026-02-05 14:00:00,99.68290478702609,393.04047394272186,Completed,0,2026-02-05,RTE000147
C0000412,B0009,T03,2026-02-12 14:00:00,94.2204413375963,360.0345413873957,Completed,0,2026-02-12,RTE000148
C0000413,B0009,T08,2026-02-19 14:00:00,95.87659635197903,351.1149604063462,Completed,0,2026-02-19,RTE000597
C0000414,B0009,T03,2026-02-26 14:00:00,99.99240694415275,372.66733025664047,Completed,0,2026-02-26,RTE000151
C0000415,B0009,T08,2026-03-05 14:00:00,99.92994255927854,373.6497037332794,Completed,0,2026-03-05,RTE000599
C0000416,B0009,T08,2026-03-12 14:00:00,101.27967661394206,372.25903368093606,Completed,0,2026-03-12,RTE000601
C0000417,B0009,T03,2026-03-19 14:00:00,102.80886272854406,402.6866511018444,Completed,0,2026-03-19,RTE000153
C0000418,B0009,T08,2026-03-27 02:00:00,103.228059937592,401.88111388929156,Completed,1,2026-03-27,RTE000602
C0000419,B0009,T08,2026-04-02 14:00:00,90.63844081976747,330.24753429286847,Completed,0,2026-04-02,RTE000604
C0000420,B0009,T08,2026-04-09 12:00:00,103.32754134675079,401.90529219100017,Completed,1,2026-04-09,RTE000606
C0000421,B0009,T03,2026-04-16 14:00:00,101.80346833764007,396.10397050627364,Completed,0,2026-04-16,RTE000156
C0000422,B0009,T03,2026-04-23 14:00:00,99.71468457402842,373.42728947808365,Completed,0,2026-04-23,RTE000158
C0000423,B0009,T03,2026-04-30 18:00:00,105.65553446901686,399.0605291705652,Completed,1,2026-04-30,RTE000160
C0000424,B0009,T03,2026-05-07 14:00:00,104.19417264916903,400.73784775160254,Completed,0,2026-05-07,RTE000161
C0000425,B0009,T08,2026-05-14 14:00:00,103.77756907725606,385.89117556838676,Completed,0,2026-05-14,RTE000607
C0000426,B0009,T03,2026-05-21 12:00:00,104.56020906933223,385.84622366688274,Completed,1,2026-05-21,RTE000164
C0000427,B0009,T03,2026-05-28 09:00:00,104.3878092080643,384.2236609756607,Completed,1,2026-05-28,RTE000166
C0000428,B0009,T08,2026-06-04 02:00:00,103.03804446126146,396.6729530784937,Completed,1,2026-06-04,RTE000609
C0000429,B0009,T03,2026-06-11 03:00:00,103.13025576828979,396.2843354876734,Completed,1,2026-06-11,RTE000169
C0000430,B0009,T03,2026-06-11 14:00:00,13.807951443201935,16.166793897310477,Completed,0,2026-06-11,RTE000169
C0000431,B0009,T03,2026-06-18 05:00:00,103.25750335004196,408.6148237847467,Completed,1,2026-06-18,RTE000170
C0000432,B0009,T08,2026-06-18 14:00:00,9.73934873050486,5.4106086061824294,Completed,0,2026-06-18,RTE000611
C0000433,B0009,T03,2026-06-25 14:00:00,103.36016083012932,410.6115409215894,Completed,0,2026-06-25,RTE000172
C0000434,B0009,T08,2026-07-02 14:00:00,98.43232158629569,360.41839540378083,Completed,0,2026-07-02,RTE000613
C0000435,B0009,T08,2026-07-09 12:00:00,103.08347965570555,386.51436811366113,Completed,1,2026-07-09,RTE000615
C0000436,B0009,T08,2026-07-09 14:00:00,9.98551931885101,23.53008922045493,Completed,0,2026-07-09,RTE000615
C0000437,B0009,T08,2026-07-16 17:00:00,103.2650834667286,361.5517129944525,Completed,1,2026-07-16,RTE000616
C0000438,B0009,T08,2026-07-23 10:00:00,103.26621675437634,404.16466766114837,Completed,1,2026-07-23,RTE000617
C0000439,B0009,T03,2026-07-30 14:00:00,101.24351597000086,385.02667172450026,Completed,0,2026-07-30,RTE000175
C0000440,B0010,T09,2025-08-05 16:00:00,89.71133613034606,510.4352541723612,Completed,0,2025-08-05,RTE000619
C0000441,B0010,T09,2025-08-12 16:00:00,68.49982297166083,419.57973104296923,Completed,0,2025-08-12,RTE000625
C0000442,B0010,T09,2025-08-19 16:00:00,62.740331911972305,359.11115503074814,Completed,0,2025-08-19,RTE000628
C0000443,B0010,T04,2025-08-26 16:00:00,66.28076102629822,382.0316091980205,Completed,0,2025-08-26,RTE000187
C0000444,B0010,T09,2025-09-02 16:00:00,66.89712868901682,382.8176979784072,Completed,0,2025-09-02,RTE000635
C0000445,B0010,T09,2025-09-13 15:00:00,103.24295727251882,625.9868965463962,Completed,1,2025-09-13,RTE000643
C0000446,B0010,T04,2025-09-16 16:00:00,27.99865190600923,157.82283137523007,Completed,0,2025-09-16,RTE000197
C0000447,B0010,T09,2025-09-23 16:00:00,61.63850719274273,380.8452401157693,Completed,0,2025-09-23,RTE000648
C0000448,B0010,T09,2025-09-30 16:00:00,61.925183325786904,350.65980478788475,Completed,0,2025-09-30,RTE000652
C0000449,B0010,T04,2025-10-07 16:00:00,67.47843174825138,375.4763767214325,Completed,0,2025-10-07,RTE000206
C0000450,B0010,T09,2025-10-14 16:00:00,68.19999417019828,398.8631035051876,Completed,0,2025-10-14,RTE000656
C0000451,B0010,T04,2025-10-21 16:00:00,65.76243357439967,384.8033792603525,Completed,0,2025-10-21,RTE000215
C0000452,B0010,T09,2025-10-28 16:00:00,65.58583967157587,400.5362465399779,Completed,0,2025-10-28,RTE000663
C0000453,B0010,T09,2025-11-04 16:00:00,63.38048116066987,351.29160015348447,Completed,0,2025-11-04,RTE000667
C0000454,B0010,T09,2025-11-11 16:00:00,69.9943818426763,402.7782762918969,Completed,0,2025-11-11,RTE000673
C0000455,B0010,T04,2025-11-22 02:00:00,103.59630861350178,615.917448945525,Completed,1,2025-11-22,RTE000234
C0000456,B0010,T04,2025-11-25 16:00:00,33.24195798649015,167.71422029632234,Completed,0,2025-11-25,RTE000237
C0000457,B0010,T04,2025-12-02 16:00:00,69.52884299466132,394.09627000844057,Completed,0,2025-12-02,RTE000242
C0000458,B0010,T04,2025-12-09 16:00:00,71.91032501830408,417.8895630028693,Completed,0,2025-12-09,RTE000245
C0000459,B0010,T09,2025-12-16 16:00:00,70.83981210795424,421.66229691198595,Completed,0,2025-12-16,RTE000690
C0000460,B0010,T04,2025-12-23 16:00:00,69.09813475995466,409.956376927071,Completed,0,2025-12-23,RTE000252
C0000461,B0010,T04,2026-01-03 01:00:00,103.16030131009894,636.4789523293069,Completed,1,2026-01-03,RTE000261
C0000462,B0010,T04,2026-01-06 16:00:00,28.25009889243236,144.48980827948702,Completed,0,2026-01-06,RTE000264
C0000463,B0010,T09,2026-01-13 16:00:00,62.99926080552682,343.7703275118835,Completed,0,2026-01-13,RTE000701
